assistments_item_id,eedi_question_id,similarity_score,verified,topic,assistments_text,eedi_text
747425,72,0.8267847299575806,true,y-axis equation,y-axis,What is the equation of the \( y \) axis?
623280,598,0.7630568742752075,true,Decimal to percentage,15.14%,Write \( 0.15 \) as a percentage.
694474,1512,0.7743567228317261,true,Square root operation,sqrt(8),\( \sqrt{8^{2}}= \)
686957,1436,0.760303258895874,true,x-axis equation,x-axis,What is the equation of the \( x \) axis?
171177,1707,0.763788640499115,true,Area formula rectangle (misconception match),Area = (base + height)/2,Which of the following formulae gives the area of this rectangle? ![Rectangle with base 3 and height 2x.]()
664701,765,0.8529731035232544,true,Triangular prism identification,triangular prism,Which of the following shapes is a triangular prism?
704594,1433,0.7652337551116943,true,Adding negative integers,-5+9=4,\( (-9)+(-4)= \)
697944,292,0.7645727396011353,false,REJECT: different expressions,1/(-3)^6,\( \frac{1}{3} \times(-6)= \)
747428,1436,0.760303258895874,true,x-axis equation,x-axis,What is the equation of the \( x \) axis?
718768,1436,0.760303258895874,true,x-axis equation,x-axis,What is the equation of the \( x \) axis?
34339,559,0.7929025292396545,true,Equilateral shape properties,A. Equilateral,An equilateral shape must have...
706666,1801,0.7576870918273926,true,Solve linear inequality,x + 5 < 3x + 5,"What is the solution to the following inequality?
\(
-5<2 x+1<5
\)"
171174,1707,0.7510252594947815,true,Area formula rectangle (misconception match),Area = base x height /2,Which of the following formulae gives the area of this rectangle? ![Rectangle with base 3 and height 2x.]()
237680,1491,0.7927381992340088,true,Powers with negative base,(-3)^4,\( (-2)^{4}= \)
630579,559,0.792385458946228,true,Equilateral shape properties,equilateral,An equilateral shape must have...
727598,1303,0.8602834939956665,true,Isosceles triangle properties,Isosceles Triangle,An isosceles triangle must have ...
727598,1832,0.8602834939956665,true,Isosceles triangle properties,Isosceles Triangle,An isosceles triangle must have ...
727598,650,0.804817259311676,true,Isosceles triangle description,Isosceles Triangle,Which description describes an isosceles triangle?
686047,559,0.792385458946228,true,Equilateral shape properties,equilateral,An equilateral shape must have...
657544,1334,0.7867507934570312,true,Hexagon identification,Hexagonal,Which of the following shapes is a hexagon?
657544,748,0.7850005626678467,true,Hexagonal prism identification,Hexagonal,Which of the following shapes is a hexagonal prism?
